Language	GlossID	Gloss	Form	Code
Mount Freeling Diyari	1	above	mirrie	13
Mudburra	1	above	dimbu	19
Mudburra-McC	1	above	kankulu	3
Muruwari	1	above	karranta	43
Narrungga	1	above		0
Ng'goi Mwoi	1	above	nurring	45
Ngaanyatjarra	1	above	kankararra	3
Ngadjumaya	1	above	maadu	6
Ngadjuri	1	above	aru'watung	14
Ngaiawang	1	above		0
Ngamini	1	above	kurumu	20
Ngardily	1	above		0
Ngarigu	1	above	nyalang	39
Ngarinyman	1	above	dalwirr	0
Ngarla	1	above	kankara	3
Ngarluma	1	above	gankanmani	3
Ngarrindjeri	1	above	thalwulda	21
Ngawun	1	above	[missing] / [missing]	0
Ngiyambaa	1	above	Nunaowa	12
Ngunawal	1	above	yurung	47
Nhanta	1	above	irrangkaq	0
Nhirrpi	1	above		0
Northern Mangarla	1	above	kankarningu	3
Northern Nyangumarta	1	above	kanka	3
Nyamal	1	above	kankarla	3
Nyangumarta	1	above	kanka	3
Nyungar	1	above	yearer	0
Paakantyi	1	above		0
Pakanh	1	above	katningka / kaningka above	0
Pallanganmiddang	1	above		0
Panyjima	1	above	kankala	3
Parnkala	1	above	kakkannara	3
Payungu	1	above	kankara	3
Piangil	1	above		0
Pintupi-Luritja	1	above	katu, kankarra	7
Pirriya	1	above		0
Pitjantjatjara	1	above	katu	7
Pitta-Pitta	1	above	yakirli ngalpa	35
Rirratjingu	1	above	garramat	17
Ritharrngu	1	above	garrwar	8
Southern Walmajarri	1	above		0
Thalanyji	1	above	kankara	3
Tharrgari	1	above	yirrara	27
Umpila	1	above	kani-munu	16
Wajarri	1	above	marlba	38
Wakaya	1	above	yupantu, kinkarl, jemanturu	29
WalmajarriBilliluna	1	above	kankarra	3
WalmajarriHR	1	above	kankarra	5
WalmajarriNW	1	above	galano	5
Wangkangurru	1	above	jeraba	27
Wangkatja	1	above	katu	7
Wangkayutyuru	1	above		0
Wangkumara	1	above	pirtabada	33
WangkumaraMcDWur	1	above		0
Wardandi	1	above	jira	0
Wargamay	1	above		0
Warlmanpa	1	above	kankarlarra	3
Warlpiri	1	above	kankarla-rni	3
Warluwarra	1	above	karnkarliyarri-	0
Warnman	1	above	kankarni	3
Warriyangga	1	above	yirrara	0
Warumungu	1	above	arttinji	15
Warungu	1	above	gija	36
Wathawurrung	1	above	ko[m]bangi, kombaba	41
Wathiwathi	1	above		0
Watjuk	1	above	yiragan	27
Western Arrarnta	1	above		0
Wik Mungkan	1	above	wonyam	0
Wiradjuri	1	above	Birrabang	26
Wirangu	1	above	gardidya	18
Woiwurrung	1	above	gabarreng	32
Wulguru	1	above	bindal	18
Yabula Yabula	1	above		0
Yagara	1	above	wangan	0
Yalarnnga	1	above	kankadhi	3
Yan-nhangu	1	above	gaṉgiya	0
Yandruwandha	1	above	"thalka, kanrra (top)"	24
Yanyuwa	1	above	ankangu	30
Yarluyandi	1	above	kuru-mu	20
Yawarrawarrka	1	above	datja	34
Yidiny	1	above	diban	0
Yindjibarndi	1	above	kankarla	3
Yindjilandji	1	above		0
Yiningay	1	above		0
Yirandali	1	above		0
Yorta Yorta	1	above	pukut	10
Yugambeh	1	above	barai	40
Yulparija	1	above	kankarninguru	3
Yuwaalaraay	1	above	ngarribaagili	22
Adnyamathanha	2	again	yayidla	29
Aghu-Tharrnggala	2	again		0
Alyawarr	2	again	aweth	0
Antekerrepenhe	2	again		0
Arabana	2	again	yata	9
Awabakal	2	again	ga-di-ya	36
Badimaya	2	again	bindhi	58
Badjiri	2	again		0
Bandjalang	2	again	bu	65
Batyala	2	again		0
Bidyara-Gungabula	2	again		0
Bilinarra	2	again	=rningan	27
Biri	2	again	dagu	31
Birrpayi	2	again	Gore Gore	51
Bularnu	2	again		0
Bunganditj	2	again	wanung, wanilang	50
Colac	2	again		0
Darkinyung	2	again		0
Dhangu	2	again	biyapul	17
Dharawal	2	again	[Bulmagunalaiangai´]	34
Dharuk	2	again		0
Dharumbal	2	again		0
Dhayyi	2	again	mukayi	26
Dhudhuroa	2	again		0
Dhurga	2	again		0
Dhuwal	2	again	bulu	14
Dhuwala	2	again	bulu	14
Diyari	2	again	pota	30
Djabugay	2	again	biri	12
Djambarrpuyngu	2	again	bulu	14
Djapu	2	again	bulu	14
Djinang	2	again	madjirri	22
Durubul	2	again		0
Duungidjawu	2	again		0
Dyirbal	2	again		0
Flinders Island	2	again		0
Gairi	2	again		0
Gamilaraay	2	again	yaluu	18
Gangulu	2	again	muli	62
Garlali	2	again		0
Gooreng Gooreng	2	again	yamar	53
Gudjal	2	again		0
Gumatj	2	again	bulu	14
Gumbaynggir	2	again	garraa	33
Gunditjmara	2	again		0
Gundungurra	2	again	[Ngubumbullaninggawung nguring]	35
Gunggari	2	again		0
Gunya	2	again	gala	60
Gupapuyngu	2	again	bulu	14
Gurindji	2	again	maya	22
Guugu-Yimidhirr	2	again		0
Guwa	2	again		0
Guyani	2	again	puntu	59
Iyora	2	again		0
Jaru	2	again	mayarra	22
Jaru-McC	2	again	mayarra	22
Jiwarli	2	again	-nthu	44
Jiwarliny	2	again		0
Kaanju	2	again		0
Kalkatungu	2	again	kurlukurlu	40
Kamilaroi	2	again	yalu	4
Karajarri	2	again	yalinj	4
KarajarriNW	2	again	yalinj	4
Kariyarra	2	again	ngardilyi	7
Karree	2	again	[Ookoreenbarno kunning]	2
Kartujarra	2	again	yarrala	37
Karuwali	2	again		0
Katthang	2	again	yúbibbu	0
Kaurna	2	again	kuttendi; kuttekuttendi	25
Keramin	2	again		0
Kugu Nganhcara	2	again		0
Kukatj	2	again	nyinyj / nyinyj	55
Kukatja	2	again	palunya	57
Kuku Yalanji	2	again	baja	20
KukuYalanjiCurr	2	again		0
Kungadutyi	2	again	kaNHa	48
Kungkari	2	again		0
Kurnu	2	again		0
Kurrama	2	again		0
Kurtjar	2	again	ooet	43
Kuuku-Ya’u	2	again	kuyi	49
Linngithigh	2	again		0
Mabuiag	2	again	lak	16
Malgana	2	again		0
Malngin	2	again		0
Malyangapa	2	again		0
MangalaMcK	2	again	yalpara	38
MangalaNW	2	again		0
Margany	2	again	gala	60
Martu Wangka	2	again	wituka	13
Mary River and Bunya Bunya Country	2	again		0
Mathi-Mathi	2	again		0
Mayi-Kulan	2	again	[missing] / [missing]	0
Mayi-Kutuna	2	again	[missing] / [missing]	0
Mayi-Thakurti	2	again	[missing] / [missing]	0
Mayi-Yapi	2	again	[missing] / [missing]	0
Mbabaram	2	again		0
Mbakwithi	2	again		0
Minjungbal	2	again		0
Mirniny	2	again		0
Mithaka	2	again		0
Mount Freeling Diyari	2	again		0
Mudburra	2	again	jandarni	24
Mudburra-McC	2	again	jandarni	24
Muruwari	2	again	ngarlu	41
Narrungga	2	again	guridu	51
Ng'goi Mwoi	2	again	noojong	5
Ngaanyatjarra	2	again	puru	11
Ngadjumaya	2	again	tjambarra	10
Ngadjuri	2	again		0
Ngaiawang	2	again		0
Ngamini	2	again	kalara	61
Ngardily	2	again	maya	22
Ngarigu	2	again		0
Ngarinyman	2	again		0
Ngarla	2	again	kurturl	63
Ngarluma	2	again	ngardilyilba	7
Ngarrindjeri	2	again	-unganyi	32
Ngawun	2	again	[missing] / [missing]	0
Ngiyambaa	2	again	-aalikirri	0
Ngunawal	2	again	bulu	0
Nhanta	2	again	yanggarda	8
Nhirrpi	2	again		0
Northern Mangarla	2	again	yalparra	38
Northern Nyangumarta	2	again	yarrana	6
Nyamal	2	again		0
Nyangumarta	2	again	kin	6
Nyungar	2	again	kar-ro	33
Paakantyi	2	again	buḻḏa-buḻḏa-	64
Pakanh	2	again		0
Pallanganmiddang	2	again		0
Panyjima	2	again	ngarndamu	56
Parnkala	2	again	pulta	21
Payungu	2	again	pardirri	45
Piangil	2	again		0
Pintupi-Luritja	2	again	puru	12
Pirriya	2	again		0
Pitjantjatjara	2	again	piruku	12
Pitta-Pitta	2	again	lhayingurru	42
Rirratjingu	2	again		0
Ritharrngu	2	again	bulu	14
Southern Walmajarri	2	again		0
Thalanyji	2	again		0
Tharrgari	2	again		0
Umpila	2	again	kuyi	49
Wajarri	2	again	mala	0
Wakaya	2	again		0
WalmajarriBilliluna	2	again		0
WalmajarriHR	2	again	yarnta, yarntarni, yarntawarlany, yarntawurti	9
WalmajarriNW	2	again		0
Wangkangurru	2	again	kalja	60
Wangkatja	2	again	kalki	1
Wangkayutyuru	2	again		0
Wangkumara	2	again	yandru	52
WangkumaraMcDWur	2	again		0
Wardandi	2	again	nudag guran	0
Wargamay	2	again		0
Warlmanpa	2	again	yarta	9
Warlpiri	2	again	maya	22
Warluwarra	2	again	karra (rarely karrakarra)	33
Warnman	2	again	yalajaja	54
Warriyangga	2	again	parru	23
Warumungu	2	again	alamparl, alampamparl, mamparl	15
Warungu	2	again	ganan	48
Wathawurrung	2	again		0
Wathiwathi	2	again		0
Watjuk	2	again	karru	33
Western Arrarnta	2	again	wethe alkwere	13
Wik Mungkan	2	again	putham	30
Wiradjuri	2	again	Alinga	4
Wirangu	2	again	yakulu	28
Woiwurrung	2	again	dulu	46
Wulguru	2	again		0
Yabula Yabula	2	again		0
Yagara	2	again		0
Yalarnnga	2	again	kamu	39
Yan-nhangu	2	again	rathabi	19
Yandruwandha	2	again	puthakurnu	30
Yanyuwa	2	again	yurrulu	37
Yarluyandi	2	again	yada	9
Yawarrawarrka	2	again	kanpa	48
Yidiny	2	again		0
Yindjibarndi	2	again	ngardimu	7
Yindjilandji	2	again		0
Yiningay	2	again		0
Yirandali	2	again		0
Yorta Yorta	2	again		0
Yugambeh	2	again	kurrull	47
Yulparija	2	again	wituka	13
Yuwaalaraay	2	again	yaluu	4
Adnyamathanha	3	all	wapu	27
Aghu-Tharrnggala	3	all		0
Alyawarr	3	all	engkerr	45
Antekerrepenhe	3	all		0
Arabana	3	all	pratjanta	22
Awabakal	3	all	yandin	40
Badimaya	3	all		0
Badjiri	3	all		0
Bandjalang	3	all	gumbih	0
Batyala	3	all	sbira-lu	26
Bidyara-Gungabula	3	all	mumba	52
Bilinarra	3	all	burrb-barni	23
Biri	3	all	waŋgarany	35
Birrpayi	3	all	gorry	27
Bularnu	3	all		0
Bunganditj	3	all		0
Colac	3	all		0
Darkinyung	3	all		0
Dhangu	3	all	warrpam'	14
Dharawal	3	all	[Wurwa-madhau´alu˘ng burraty namarunggulala]	38
Dharuk	3	all		0
Dharumbal	3	all		0
Dhayyi	3	all		0
Dhudhuroa	3	all		0
Dhurga	3	all		0
Dhuwal	3	all	warrpam'	14
Dhuwala	3	all	warrpam'	14
Diyari	3	all	parrjarna	22
Djabugay	3	all	nyingay-jada	44
Djambarrpuyngu	3	all	bukmak	18
Djapu	3	all	warrpam'	14
Djinang	3	all	ngayama	17
Durubul	3	all	ngambila	56
Duungidjawu	3	all		0
Dyirbal	3	all	dyana	58
Flinders Island	3	all		0
Gairi	3	all		0
Gamilaraay	3	all	ganu	25
Gangulu	3	all		0
Garlali	3	all		0
Gooreng Gooreng	3	all	nullingoo	30
Gudjal	3	all		0
Gumatj	3	all	bukmak	18
Gumbaynggir	3	all	biin	11
Gunditjmara	3	all	kiangjeetch	0
Gundungurra	3	all	darh´gâng	39
Gunggari	3	all		0
Gunya	3	all	gurrugurru	27
Gupapuyngu	3	all	warrpam'	14
Gurindji	3	all	purrpparni	23
Guugu-Yimidhirr	3	all	warkanobungo	0
Guwa	3	all		0
Guyani	3	all	kuru	27
Iyora	3	all		0
Jaru	3	all	wanyjuwurrajarra	31
Jaru-McC	3	all		0
Jiwarli	3	all	-rdan	48
Jiwarliny	3	all		0
Kaanju	3	all		0
Kalkatungu	3	all		0
Kamilaroi	3	all	Guno	25
Karajarri	3	all	wakaj	6
KarajarriNW	3	all	wirdjado	8
Kariyarra	3	all	julu	9
Karree	3	all	[Kuneenbar Kuneenbar Kurrenbar Kurrenbar yackaneenbar Kuneenbar]	5
Kartujarra	3	all	yarnngala	0
Karuwali	3	all		0
Katthang	3	all		0
Kaurna	3	all	partanna	22
Keramin	3	all		0
Kugu Nganhcara	3	all		0
Kukatj	3	all	[missing] / [missing]	0
Kukatja	3	all	laltu	13
Kuku Yalanji	3	all	wubul	50
KukuYalanjiCurr	3	all		0
Kungadutyi	3	all	marru	20
Kungkari	3	all		0
Kurnu	3	all		0
Kurrama	3	all	julukurta	9
Kurtjar	3	all	wok, bhaarr	57
Kuuku-Ya’u	3	all	mukamukan	15
Linngithigh	3	all		0
Mabuiag	3	all	mura	16
Malgana	3	all		0
Malngin	3	all	?	0
Malyangapa	3	all		0
MangalaMcK	3	all	wakaj	6
MangalaNW	3	all	wagadj	6
Margany	3	all	birriny	46
Martu Wangka	3	all	yarnnga	41
Mary River and Bunya Bunya Country	3	all		0
Mathi-Mathi	3	all		0
Mayi-Kulan	3	all	[missing] / [missing]	0
Mayi-Kutuna	3	all	[missing] / [missing]	0
Mayi-Thakurti	3	all	[missing] / [missing]	0
Mayi-Yapi	3	all	[missing] / [missing]	0
Mbabaram	3	all	arrwa	1
Mbakwithi	3	all		0
Minjungbal	3	all	garal-bu	53
Mirniny	3	all		0
Mithaka	3	all		0
Mount Freeling Diyari	3	all	parchana	22
Mudburra	3	all	kuwanyja	28
Mudburra-McC	3	all	burrb	23
Muruwari	3	all	kurru-kurru	27
Narrungga	3	all	baddana	22
Ng'goi Mwoi	3	all		0
Ngaanyatjarra	3	all	pirninyartu	11
Ngadjumaya	3	all		0
Ngadjuri	3	all		0
Ngaiawang	3	all	m#uppo	52
Ngamini	3	all	parrtyana	22
Ngardily	3	all	lurrij	36
Ngarigu	3	all		0
Ngarinyman	3	all		0
Ngarla	3	all		0
Ngarluma	3	all	jurlu	9
Ngarrindjeri	3	all	tulda	34
Ngawun	3	all	[missing] / [missing]	0
Ngiyambaa	3	all	pungkupu	7
Ngunawal	3	all		0
Nhanta	3	all	wawulya	59
Nhirrpi	3	all		0
Northern Mangarla	3	all		0
Northern Nyangumarta	3	all	wirr	8
Nyamal	3	all	wiirr	0
Nyangumarta	3	all	wirr	8
Nyungar	3	all	bun-dung	0
Paakantyi	3	all	guda-guda	19
Pakanh	3	all		0
Pallanganmiddang	3	all		0
Panyjima	3	all	jurlu	9
Parnkala	3	all	padluyunu	29
Payungu	3	all	wurrayimpa	0
Piangil	3	all		0
Pintupi-Luritja	3	all	yapuwarra	32
Pirriya	3	all		0
Pitjantjatjara	3	all	uwankara, winki	12
Pitta-Pitta	3	all		0
Rirratjingu	3	all	bukmak	18
Ritharrngu	3	all	warrpam'	14
Southern Walmajarri	3	all		0
Thalanyji	3	all		0
Tharrgari	3	all		0
Umpila	3	all	kulimaku	54
Wajarri	3	all	yalyba	0
Wakaya	3	all	mukerl	43
WalmajarriBilliluna	3	all	palkuru	3
WalmajarriHR	3	all	nukarni	10
WalmajarriNW	3	all	bodja	4
Wangkangurru	3	all	paratjanta	22
Wangkatja	3	all	nyupurru	2
Wangkayutyuru	3	all	muku	15
Wangkumara	3	all	marru	24
WangkumaraMcDWur	3	all	buka	24
Wardandi	3	all	jena	0
Wargamay	3	all		0
Warlmanpa	3	all	muku- (preverb)	15
Warlpiri	3	all	muku	15
Warluwarra	3	all		0
Warnman	3	all		0
Warriyangga	3	all		0
Warumungu	3	all	mukku	15
Warungu	3	all		0
Wathawurrung	3	all		0
Wathiwathi	3	all		0
Watjuk	3	all	pantang	37
Western Arrarnta	3	all	ingkerreke	45
Wik Mungkan	3	all	ma'mangkam	51
Wiradjuri	3	all	biyang-galang	42
Wirangu	3	all	yabu	32
Woiwurrung	3	all		0
Wulguru	3	all		0
Yabula Yabula	3	all		0
Yagara	3	all	ngambilla	56
Yalarnnga	3	all		0
Yan-nhangu	3	all	bukmak	18
Yandruwandha	3	all	malka, pani, panina	33
Yanyuwa	3	all	mura	16
Yarluyandi	3	all	thanardi	49
Yawarrawarrka	3	all	panina	47
Yidiny	3	all		0
Yindjibarndi	3	all	julu	9
Yindjilandji	3	all		0
Yiningay	3	all		0
Yirandali	3	all		0
Yorta Yorta	3	all	wuta	55
Yugambeh	3	all	karul	53
Yulparija	3	all	laltu	13
Yuwaalaraay	3	all	ganu, ganungawu, gurrugurru, -aaba-li	25
Adnyamathanha	4	and	adni	3
Aghu-Tharrnggala	4	and		0
Alyawarr	4	and		0
Antekerrepenhe	4	and		0
Arabana	4	and	njurdu	31
Awabakal	4	and	ngadun	0
Badimaya	4	and		0
Badjiri	4	and		0
Bandjalang	4	and	ŋula	49
Batyala	4	and		0
Bidyara-Gungabula	4	and		0
Bilinarra	4	and		0
Biri	4	and		0
Birrpayi	4	and		0
Bularnu	4	and		0
Bunganditj	4	and	ba	4
Colac	4	and		0
Darkinyung	4	and		0
Dhangu	4	and	ga	6
Dharawal	4	and	bah	4
Dharuk	4	and		0
Dharumbal	4	and		0
Dhayyi	4	and	ga	6
Dhudhuroa	4	and		0
Dhurga	4	and		0
Dhuwal	4	and	ga	6
Dhuwala	4	and	ga	6
Diyari	4	and	ya	9
Djabugay	4	and	tyata	10
Djambarrpuyngu	4	and	ga	6
Djapu	4	and	ga	6
Djinang	4	and	a	8
Durubul	4	and	nga	13
Duungidjawu	4	and	ŋa	13
Dyirbal	4	and		0
Flinders Island	4	and		0
Gairi	4	and		0
Gamilaraay	4	and	yillibu	0
Gangulu	4	and		0
Garlali	4	and		0
Gooreng Gooreng	4	and		0
Gudjal	4	and		0
Gumatj	4	and	ga	6
Gumbaynggir	4	and	garraa, waw, yurrga	26
Gunditjmara	4	and	baa	0
Gundungurra	4	and	boon	34
Gunggari	4	and	du	37
Gunya	4	and		0
Gupapuyngu	4	and	ga	6
Gurindji	4	and	purrpurr	14
Guugu-Yimidhirr	4	and	galmba	50
Guwa	4	and		0
Guyani	4	and	judru, puntuna, junpanalu	41
Iyora	4	and		0
Jaru	4	and		0
Jaru-McC	4	and		0
Jiwarli	4	and	-jibi	23
Jiwarliny	4	and		0
Kaanju	4	and		0
Kalkatungu	4	and	-yana	21
Kamilaroi	4	and	yillibu	40
Karajarri	4	and	pa	4
KarajarriNW	4	and	ba	4
Kariyarra	4	and	maraji	25
Karree	4	and		0
Kartujarra	4	and	wituka	47
Karuwali	4	and		0
Katthang	4	and	Dil-ling	36
Kaurna	4	and	kuma	29
Keramin	4	and		0
Kugu Nganhcara	4	and		0
Kukatj	4	and	thangkara	0
Kukatja	4	and	kamu	18
Kuku Yalanji	4	and	ngarra	2
KukuYalanjiCurr	4	and		0
Kungadutyi	4	and		0
Kungkari	4	and	munthu	42
Kurnu	4	and		0
Kurrama	4	and		0
Kurtjar	4	and	arr	2
Kuuku-Ya’u	4	and	kuyi	1
Linngithigh	4	and		0
Mabuiag	4	and	a	8
Malgana	4	and		0
Malngin	4	and		0
Malyangapa	4	and		0
MangalaMcK	4	and	kampaja	20
MangalaNW	4	and		0
Margany	4	and		0
Martu Wangka	4	and	ka-, kaa	6
Mary River and Bunya Bunya Country	4	and	yiki	39
Mathi-Mathi	4	and	ba	0
Mayi-Kulan	4	and	[missing] / [missing]	0
Mayi-Kutuna	4	and	[missing] / [missing]	0
Mayi-Thakurti	4	and	[missing] / [missing]	0
Mayi-Yapi	4	and	[missing] / [missing]	0
Mbabaram	4	and		0
Mbakwithi	4	and		0
Minjungbal	4	and		0
Mirniny	4	and		0
Mithaka	4	and		0
Mount Freeling Diyari	4	and	ya	9
Mudburra	4	and		0
Mudburra-McC	4	and		0
Muruwari	4	and	thaka	35
Narrungga	4	and		0
Ng'goi Mwoi	4	and		0
Ngaanyatjarra	4	and	ka	6
Ngadjumaya	4	and	yaŋka	48
Ngadjuri	4	and		0
Ngaiawang	4	and	meeto; metko	28
Ngamini	4	and	ya	9
Ngardily	4	and		0
Ngarigu	4	and		0
Ngarinyman	4	and		0
Ngarla	4	and		0
Ngarluma	4	and		0
Ngarrindjeri	4	and	ungenang	16
Ngawun	4	and	[missing] / [missing]	0
Ngiyambaa	4	and		0
Ngunawal	4	and		0
Nhanta	4	and	kala	27
Nhirrpi	4	and	karru	17
Northern Mangarla	4	and	kampaja	20
Northern Nyangumarta	4	and	pa	4
Nyamal	4	and	pa	0
Nyangumarta	4	and	pa	4
Nyungar	4	and	gurdjir	19
Paakantyi	4	and	ŋa	13
Pakanh	4	and		0
Pallanganmiddang	4	and		0
Panyjima	4	and	kunu	30
Parnkala	4	and	-into	43
Payungu	4	and	-jibi	23
Piangil	4	and		0
Pintupi-Luritja	4	and		0
Pirriya	4	and		0
Pitjantjatjara	4	and	munu	5
Pitta-Pitta	4	and		0
Rirratjingu	4	and		0
Ritharrngu	4	and	bili	11
Southern Walmajarri	4	and		0
Thalanyji	4	and	-jibi	23
Tharrgari	4	and	paru	24
Umpila	4	and	althayi	12
Wajarri	4	and		0
Wakaya	4	and	pa	4
WalmajarriBilliluna	4	and		0
WalmajarriHR	4	and	jaa	7
WalmajarriNW	4	and		0
Wangkangurru	4	and	jenia, njurdu	38
Wangkatja	4	and	pa	4
Wangkayutyuru	4	and	mathu	28
Wangkumara	4	and		0
WangkumaraMcDWur	4	and		0
Wardandi	4	and	gidji	0
Wargamay	4	and		0
Warlmanpa	4	and	kapi	15
Warlpiri	4	and	manu	5
Warluwarra	4	and		0
Warnman	4	and	-kamu	18
Warriyangga	4	and	-tyipi	23
Warumungu	4	and	kami, kapi	18
Warungu	4	and		0
Wathawurrung	4	and	baa(p)	4
Wathiwathi	4	and		0
Watjuk	4	and	gudyir	19
Western Arrarnta	4	and		0
Wik Mungkan	4	and	a'	8
Wiradjuri	4	and	ganhang	45
Wirangu	4	and	ba	4
Woiwurrung	4	and		0
Wulguru	4	and		0
Yabula Yabula	4	and		0
Yagara	4	and	nga	13
Yalarnnga	4	and		0
Yan-nhangu	4	and	ga	6
Yandruwandha	4	and	ya, nga	9
Yanyuwa	4	and	kulu	22
Yarluyandi	4	and		0
Yawarrawarrka	4	and	ngoka	33
Yidiny	4	and		0
Yindjibarndi	4	and	mundu	42
Yindjilandji	4	and		0
Yiningay	4	and		0
Yirandali	4	and		0
Yorta Yorta	4	and		0
Yugambeh	4	and	ya	9
Yulparija	4	and	kamu	18
Yuwaalaraay	4	and	gaalanha	44
Adnyamathanha	5	ankle	yarlkarrxa	36
Aghu-Tharrnggala	5	ankle		0
Alyawarr	5	ankle	atnererrk	46
Antekerrepenhe	5	ankle		0
Arabana	5	ankle	muku-thiri	27
Awabakal	5	ankle	wirung-Gáng	34
Badimaya	5	ankle	ulyba	7
Badjiri	5	ankle	ngurnu	65
Bandjalang	5	ankle	wulu	51
Batyala	5	ankle	wulu	51
Bidyara-Gungabula	5	ankle	barrgu	43
Bilinarra	5	ankle	garr(u)wang	24
Biri	5	ankle	bumugul	29
Birrpayi	5	ankle	Goomboo	38
Bularnu	5	ankle		0
Bunganditj	5	ankle	kan-kan-parnu	42
Colac	5	ankle	barn gnen nok (tu)	53
Darkinyung	5	ankle		0
Dhangu	5	ankle		0
Dharawal	5	ankle	wudda-wudda	31
Dharuk	5	ankle	wa-da wa-da	0
Dharumbal	5	ankle	wul	51
Dhayyi	5	ankle		0
Dhudhuroa	5	ankle		0
Dhurga	5	ankle	Tung-gul	21
Dhuwal	5	ankle	ḏulkun	13
Dhuwala	5	ankle	yaṯa	22
Diyari	5	ankle	tidnakatitjiti	63
Djabugay	5	ankle	nugal	59
Djambarrpuyngu	5	ankle	ḏulkun	13
Djapu	5	ankle	dhapa	66
Djinang	5	ankle	baṯ	5
Durubul	5	ankle	wulu	51
Duungidjawu	5	ankle	wulu	51
Dyirbal	5	ankle	ragool	0
Flinders Island	5	ankle		0
Gairi	5	ankle		0
Gamilaraay	5	ankle	ngawurr	37
Gangulu	5	ankle	barrgu/barragu	43
Garlali	5	ankle		0
Gooreng Gooreng	5	ankle	woogool	51
Gudjal	5	ankle		0
Gumatj	5	ankle	yaṯa	22
Gumbaynggir	5	ankle	dulu	50
Gunditjmara	5	ankle	parn	0
Gundungurra	5	ankle	watta watta	31
Gunggari	5	ankle		0
Gunya	5	ankle	badgi	43
Gupapuyngu	5	ankle	ḏulkun	13
Gurindji	5	ankle	tari	8
Guugu-Yimidhirr	5	ankle	nugal	59
Guwa	5	ankle	parrku, piNGu	0
Guyani	5	ankle	tidnawada	63
Iyora	5	ankle		0
Jaru	5	ankle	budu	2
Jaru-McC	5	ankle	luju	20
Jiwarli	5	ankle	parlgu	43
Jiwarliny	5	ankle	luku	9
Kaanju	5	ankle		0
Kalkatungu	5	ankle	rnuku	59
Kamilaroi	5	ankle	ngorh	37
